row_id,age_imputed,age_clean,embarked_imputed,embarked_clean,embark_town_clean,deck_known,deck_clean,who_clean,adult_male_clean
88,True,25.0,False,S,Southampton,False,Unknown,man,True
89,False,23.0,False,S,Southampton,True,C,woman,False
90,False,24.0,False,S,Southampton,False,Unknown,man,True
91,False,29.0,False,S,Southampton,False,Unknown,man,True
92,False,20.0,False,S,Southampton,False,Unknown,man,True
93,False,46.0,False,S,Southampton,True,E,man,True
94,False,26.0,False,S,Southampton,False,Unknown,man,True
95,False,59.0,False,S,Southampton,False,Unknown,man,True
96,True,25.0,False,S,Southampton,False,Unknown,man,True
97,False,71.0,False,C,Cherbourg,True,A,man,True
98,False,23.0,False,C,Cherbourg,True,D,man,True
99,False,34.0,False,S,Southampton,False,Unknown,woman,False
100,False,34.0,False,S,Southampton,False,Unknown,man,True
101,False,28.0,False,S,Southampton,False,Unknown,woman,False
102,True,25.0,False,S,Southampton,False,Unknown,man,True
103,False,21.0,False,S,Southampton,True,D,man,True
104,False,33.0,False,S,Southampton,False,Unknown,man,True
105,False,37.0,False,S,Southampton,False,Unknown,man,True
106,False,28.0,False,S,Southampton,False,Unknown,man,True
107,False,21.0,False,S,Southampton,False,Unknown,woman,False
108,True,25.0,False,S,Southampton,False,Unknown,man,True
109,False,38.0,False,S,Southampton,False,Unknown,man,True
110,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
111,False,47.0,False,S,Southampton,True,C,man,True
112,False,14.5,False,C,Cherbourg,False,Unknown,child,False
113,False,22.0,False,S,Southampton,False,Unknown,man,True
114,False,20.0,False,S,Southampton,False,Unknown,woman,False
115,False,17.0,False,C,Cherbourg,False,Unknown,woman,False
116,False,21.0,False,S,Southampton,False,Unknown,man,True
117,False,70.5,False,Q,Queenstown,False,Unknown,man,True
118,False,29.0,False,S,Southampton,False,Unknown,man,True
119,False,24.0,False,C,Cherbourg,True,B,man,True
120,False,2.0,False,S,Southampton,False,Unknown,child,False
121,False,21.0,False,S,Southampton,False,Unknown,man,True
122,True,25.0,False,S,Southampton,False,Unknown,man,True
123,False,32.5,False,C,Cherbourg,False,Unknown,man,True
124,False,32.5,False,S,Southampton,True,E,woman,False
125,False,54.0,False,S,Southampton,True,D,man,True
126,False,12.0,False,C,Cherbourg,False,Unknown,child,False
127,True,25.0,False,Q,Queenstown,False,Unknown,man,True
128,False,24.0,False,S,Southampton,False,Unknown,man,True
129,True,21.5,False,C,Cherbourg,True,F,woman,False
130,False,45.0,False,S,Southampton,False,Unknown,man,True
131,False,33.0,False,C,Cherbourg,False,Unknown,man,True
132,False,20.0,False,S,Southampton,False,Unknown,man,True
133,False,47.0,False,S,Southampton,False,Unknown,woman,False
134,False,29.0,False,S,Southampton,False,Unknown,woman,False
135,False,25.0,False,S,Southampton,False,Unknown,man,True
136,False,23.0,False,C,Cherbourg,False,Unknown,man,True
137,False,19.0,False,S,Southampton,True,D,woman,False
138,False,37.0,False,S,Southampton,True,C,man,True
139,False,16.0,False,S,Southampton,False,Unknown,man,True
140,False,24.0,False,C,Cherbourg,True,B,man,True
141,True,21.5,False,C,Cherbourg,False,Unknown,woman,False
142,False,22.0,False,S,Southampton,False,Unknown,woman,False
143,False,24.0,False,S,Southampton,False,Unknown,woman,False
144,False,19.0,False,Q,Queenstown,False,Unknown,man,True
145,False,18.0,False,S,Southampton,False,Unknown,man,True
146,False,19.0,False,S,Southampton,False,Unknown,man,True
147,False,27.0,False,S,Southampton,False,Unknown,man,True
148,False,9.0,False,S,Southampton,False,Unknown,child,False
149,False,36.5,False,S,Southampton,True,F,man,True
150,False,42.0,False,S,Southampton,False,Unknown,man,True
151,False,51.0,False,S,Southampton,False,Unknown,man,True
152,False,22.0,False,S,Southampton,True,C,woman,False
153,False,55.5,False,S,Southampton,False,Unknown,man,True
154,False,40.5,False,S,Southampton,False,Unknown,man,True
155,True,25.0,False,S,Southampton,False,Unknown,man,True
156,False,51.0,False,C,Cherbourg,False,Unknown,man,True
157,False,16.0,False,Q,Queenstown,False,Unknown,woman,False
158,False,30.0,False,S,Southampton,False,Unknown,man,True
159,True,25.0,False,S,Southampton,False,Unknown,man,True
160,True,25.0,False,S,Southampton,False,Unknown,man,True
161,False,44.0,False,S,Southampton,False,Unknown,man,True
162,False,40.0,False,S,Southampton,False,Unknown,woman,False
163,False,26.0,False,S,Southampton,False,Unknown,man,True
164,False,17.0,False,S,Southampton,False,Unknown,man,True
165,False,1.0,False,S,Southampton,False,Unknown,child,False
166,False,9.0,False,S,Southampton,False,Unknown,child,False
167,True,35.0,False,S,Southampton,True,E,woman,False
168,False,45.0,False,S,Southampton,False,Unknown,woman,False
169,True,40.0,False,S,Southampton,False,Unknown,man,True
170,False,28.0,False,S,Southampton,False,Unknown,man,True
171,False,61.0,False,S,Southampton,True,B,man,True
172,False,4.0,False,Q,Queenstown,False,Unknown,child,False
173,False,1.0,False,S,Southampton,False,Unknown,child,False
174,False,21.0,False,S,Southampton,False,Unknown,man,True
175,False,56.0,False,C,Cherbourg,True,A,man,True
176,False,18.0,False,S,Southampton,False,Unknown,man,True
177,True,25.0,False,S,Southampton,False,Unknown,man,True
178,False,50.0,False,C,Cherbourg,True,C,woman,False
179,False,30.0,False,S,Southampton,False,Unknown,man,True
180,False,36.0,False,S,Southampton,False,Unknown,man,True
181,True,21.5,False,S,Southampton,False,Unknown,woman,False
182,True,30.0,False,C,Cherbourg,False,Unknown,man,True
183,False,9.0,False,S,Southampton,False,Unknown,child,False
184,False,1.0,False,S,Southampton,True,F,child,False
185,False,4.0,False,S,Southampton,False,Unknown,child,False
186,True,40.0,False,S,Southampton,True,A,man,True
187,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
188,False,45.0,False,S,Southampton,False,Unknown,man,True
189,False,40.0,False,Q,Queenstown,False,Unknown,man,True
190,False,36.0,False,S,Southampton,False,Unknown,man,True
191,False,32.0,False,S,Southampton,False,Unknown,woman,False
192,False,19.0,False,S,Southampton,False,Unknown,man,True
193,False,19.0,False,S,Southampton,False,Unknown,woman,False
194,False,3.0,False,S,Southampton,True,F,child,False
195,False,44.0,False,C,Cherbourg,True,B,woman,False
196,False,58.0,False,C,Cherbourg,True,B,woman,False
197,True,25.0,False,Q,Queenstown,False,Unknown,man,True
198,False,42.0,False,S,Southampton,False,Unknown,man,True
199,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
200,False,24.0,False,S,Southampton,False,Unknown,woman,False
201,False,28.0,False,S,Southampton,False,Unknown,man,True
202,True,25.0,False,S,Southampton,False,Unknown,man,True
203,False,34.0,False,S,Southampton,False,Unknown,man,True
204,False,45.5,False,C,Cherbourg,False,Unknown,man,True
205,False,18.0,False,S,Southampton,False,Unknown,man,True
206,False,2.0,False,S,Southampton,True,G,child,False
207,False,32.0,False,S,Southampton,False,Unknown,man,True
208,False,26.0,False,C,Cherbourg,False,Unknown,man,True
209,False,16.0,False,Q,Queenstown,False,Unknown,woman,False
210,False,40.0,False,C,Cherbourg,True,A,man,True
211,False,24.0,False,S,Southampton,False,Unknown,man,True
212,False,35.0,False,S,Southampton,False,Unknown,woman,False
213,False,22.0,False,S,Southampton,False,Unknown,man,True
214,False,30.0,False,S,Southampton,False,Unknown,man,True
215,True,25.0,False,Q,Queenstown,False,Unknown,man,True
216,False,31.0,False,C,Cherbourg,True,D,woman,False
217,False,27.0,False,S,Southampton,False,Unknown,woman,False
218,False,42.0,False,S,Southampton,False,Unknown,man,True
219,False,32.0,False,C,Cherbourg,True,D,woman,False
220,False,30.0,False,S,Southampton,False,Unknown,man,True
221,False,16.0,False,S,Southampton,False,Unknown,man,True
222,False,27.0,False,S,Southampton,False,Unknown,man,True
223,False,51.0,False,S,Southampton,False,Unknown,man,True
224,True,25.0,False,S,Southampton,False,Unknown,man,True
225,False,38.0,False,S,Southampton,True,C,man,True
226,False,22.0,False,S,Southampton,False,Unknown,man,True
227,False,19.0,False,S,Southampton,False,Unknown,man,True
228,False,20.5,False,S,Southampton,False,Unknown,man,True
229,False,18.0,False,S,Southampton,False,Unknown,man,True
230,True,21.5,False,S,Southampton,False,Unknown,woman,False
231,False,35.0,False,S,Southampton,True,C,woman,False
232,False,29.0,False,S,Southampton,False,Unknown,man,True
233,False,59.0,False,S,Southampton,False,Unknown,man,True
234,False,5.0,False,S,Southampton,False,Unknown,child,False
235,False,24.0,False,S,Southampton,False,Unknown,man,True
236,True,21.5,False,S,Southampton,False,Unknown,woman,False
237,False,44.0,False,S,Southampton,False,Unknown,man,True
238,False,8.0,False,S,Southampton,False,Unknown,child,False
239,False,19.0,False,S,Southampton,False,Unknown,man,True
240,False,33.0,False,S,Southampton,False,Unknown,man,True
241,True,21.5,False,C,Cherbourg,False,Unknown,woman,False
242,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
243,False,29.0,False,S,Southampton,False,Unknown,man,True
244,False,22.0,False,S,Southampton,False,Unknown,man,True
245,False,30.0,False,C,Cherbourg,False,Unknown,man,True
246,False,44.0,False,Q,Queenstown,True,C,man,True
247,False,25.0,False,S,Southampton,False,Unknown,woman,False
248,False,24.0,False,S,Southampton,False,Unknown,woman,False
249,False,37.0,False,S,Southampton,True,D,man,True
250,False,54.0,False,S,Southampton,False,Unknown,man,True
251,True,25.0,False,S,Southampton,False,Unknown,man,True
252,False,29.0,False,S,Southampton,True,G,woman,False
253,False,62.0,False,S,Southampton,True,C,man,True
254,False,30.0,False,S,Southampton,False,Unknown,man,True
255,False,41.0,False,S,Southampton,False,Unknown,woman,False
256,False,29.0,False,C,Cherbourg,False,Unknown,woman,False
257,True,35.0,False,C,Cherbourg,False,Unknown,woman,False
258,False,30.0,False,S,Southampton,True,B,woman,False
259,False,35.0,False,C,Cherbourg,False,Unknown,woman,False
260,False,50.0,False,S,Southampton,False,Unknown,woman,False
261,True,25.0,False,Q,Queenstown,False,Unknown,man,True
262,False,3.0,False,S,Southampton,False,Unknown,child,False
263,False,52.0,False,S,Southampton,True,E,man,True
264,False,40.0,False,S,Southampton,True,B,man,True
265,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
266,False,36.0,False,S,Southampton,False,Unknown,man,True
267,False,16.0,False,S,Southampton,False,Unknown,man,True
268,False,25.0,False,S,Southampton,False,Unknown,man,True
269,False,58.0,False,S,Southampton,True,C,woman,False
270,False,35.0,False,S,Southampton,True,C,woman,False
271,True,40.0,False,S,Southampton,False,Unknown,man,True
272,False,25.0,False,S,Southampton,False,Unknown,man,True
273,False,41.0,False,S,Southampton,False,Unknown,woman,False
274,False,37.0,False,C,Cherbourg,True,C,man,True
275,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
276,False,63.0,False,S,Southampton,True,D,woman,False
277,False,45.0,False,S,Southampton,False,Unknown,woman,False
278,True,30.0,False,S,Southampton,False,Unknown,man,True
279,False,7.0,False,Q,Queenstown,False,Unknown,child,False
280,False,35.0,False,S,Southampton,False,Unknown,woman,False
281,False,65.0,False,Q,Queenstown,False,Unknown,man,True
282,False,28.0,False,S,Southampton,False,Unknown,man,True
283,False,16.0,False,S,Southampton,False,Unknown,man,True
284,False,19.0,False,S,Southampton,False,Unknown,man,True
285,True,40.0,False,S,Southampton,True,A,man,True
286,False,33.0,False,C,Cherbourg,False,Unknown,man,True
287,False,30.0,False,S,Southampton,False,Unknown,man,True
288,False,22.0,False,S,Southampton,False,Unknown,man,True
289,False,42.0,False,S,Southampton,False,Unknown,man,True
290,False,22.0,False,Q,Queenstown,False,Unknown,woman,False
291,False,26.0,False,S,Southampton,False,Unknown,woman,False
292,False,19.0,False,C,Cherbourg,True,B,woman,False
293,False,36.0,False,C,Cherbourg,True,D,man,True
294,False,24.0,False,S,Southampton,False,Unknown,woman,False
295,False,24.0,False,S,Southampton,False,Unknown,man,True
296,True,40.0,False,C,Cherbourg,False,Unknown,man,True
297,False,23.5,False,C,Cherbourg,False,Unknown,man,True
298,False,2.0,False,S,Southampton,True,C,child,False
299,True,40.0,False,S,Southampton,True,C,man,True
300,False,50.0,False,C,Cherbourg,True,B,woman,False
301,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
302,True,25.0,False,Q,Queenstown,False,Unknown,man,True
303,False,19.0,False,S,Southampton,False,Unknown,man,True
304,True,28.0,False,Q,Queenstown,True,E,woman,False
305,True,25.0,False,S,Southampton,False,Unknown,man,True
306,False,0.92,False,S,Southampton,True,C,child,False
307,True,35.0,False,C,Cherbourg,False,Unknown,woman,False
308,False,17.0,False,C,Cherbourg,True,C,woman,False
309,False,30.0,False,C,Cherbourg,False,Unknown,man,True
310,False,30.0,False,C,Cherbourg,True,E,woman,False
311,False,24.0,False,C,Cherbourg,True,C,woman,False
312,False,18.0,False,C,Cherbourg,True,B,woman,False
313,False,26.0,False,S,Southampton,False,Unknown,woman,False
314,False,28.0,False,S,Southampton,False,Unknown,man,True
315,False,43.0,False,S,Southampton,False,Unknown,man,True
316,False,26.0,False,S,Southampton,False,Unknown,woman,False
317,False,24.0,False,S,Southampton,False,Unknown,woman,False
318,False,54.0,False,S,Southampton,False,Unknown,man,True
319,False,31.0,False,S,Southampton,True,C,woman,False
320,False,40.0,False,C,Cherbourg,True,E,woman,False
321,False,22.0,False,S,Southampton,False,Unknown,man,True
322,False,27.0,False,S,Southampton,False,Unknown,man,True
323,False,30.0,False,Q,Queenstown,False,Unknown,woman,False
324,False,22.0,False,S,Southampton,False,Unknown,woman,False
325,True,25.0,False,S,Southampton,False,Unknown,man,True
326,False,36.0,False,C,Cherbourg,True,C,woman,False
327,False,61.0,False,S,Southampton,False,Unknown,man,True
328,False,36.0,False,S,Southampton,True,D,woman,False
329,False,31.0,False,S,Southampton,False,Unknown,woman,False
330,False,16.0,False,C,Cherbourg,True,B,woman,False
331,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
332,False,45.5,False,S,Southampton,True,C,man,True
333,False,38.0,False,S,Southampton,True,C,man,True
334,False,16.0,False,S,Southampton,False,Unknown,man,True
335,True,35.0,False,S,Southampton,False,Unknown,woman,False
336,True,25.0,False,S,Southampton,False,Unknown,man,True
337,False,29.0,False,S,Southampton,True,C,man,True
338,False,41.0,False,C,Cherbourg,True,E,woman,False
339,False,45.0,False,S,Southampton,False,Unknown,man,True
340,False,45.0,False,S,Southampton,False,Unknown,man,True
341,False,2.0,False,S,Southampton,True,F,child,False
342,False,24.0,False,S,Southampton,True,C,woman,False
343,False,28.0,False,S,Southampton,False,Unknown,man,True
344,False,25.0,False,S,Southampton,False,Unknown,man,True
345,False,36.0,False,S,Southampton,False,Unknown,man,True
346,False,24.0,False,S,Southampton,True,F,woman,False
347,False,40.0,False,S,Southampton,False,Unknown,woman,False
348,True,21.5,False,S,Southampton,False,Unknown,woman,False
349,False,3.0,False,S,Southampton,False,Unknown,child,False
350,False,42.0,False,S,Southampton,False,Unknown,man,True
351,False,23.0,False,S,Southampton,False,Unknown,man,True
352,True,40.0,False,S,Southampton,True,C,man,True
353,False,15.0,False,C,Cherbourg,False,Unknown,child,False
354,False,25.0,False,S,Southampton,False,Unknown,man,True
355,True,25.0,False,C,Cherbourg,False,Unknown,man,True
356,False,28.0,False,S,Southampton,False,Unknown,man,True
357,False,22.0,False,S,Southampton,True,E,woman,False
358,False,38.0,False,S,Southampton,False,Unknown,woman,False
359,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
360,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
361,False,40.0,False,S,Southampton,False,Unknown,man,True
362,False,29.0,False,C,Cherbourg,False,Unknown,man,True
363,False,45.0,False,C,Cherbourg,False,Unknown,woman,False
364,False,35.0,False,S,Southampton,False,Unknown,man,True
365,True,25.0,False,Q,Queenstown,False,Unknown,man,True
366,False,30.0,False,S,Southampton,False,Unknown,man,True
367,False,60.0,False,C,Cherbourg,True,D,woman,False
368,True,21.5,False,C,Cherbourg,False,Unknown,woman,False
369,True,21.5,False,Q,Queenstown,False,Unknown,woman,False
370,False,24.0,False,C,Cherbourg,True,B,woman,False
371,False,25.0,False,C,Cherbourg,True,E,man,True
372,False,18.0,False,S,Southampton,False,Unknown,man,True
373,False,19.0,False,S,Southampton,False,Unknown,man,True
374,False,22.0,False,C,Cherbourg,False,Unknown,man,True
375,False,3.0,False,S,Southampton,False,Unknown,child,False
376,True,35.0,False,C,Cherbourg,False,Unknown,woman,False
377,False,22.0,False,S,Southampton,False,Unknown,woman,False
378,False,27.0,False,C,Cherbourg,True,C,man,True
379,False,20.0,False,C,Cherbourg,False,Unknown,man,True
380,False,19.0,False,S,Southampton,False,Unknown,man,True
381,False,42.0,False,C,Cherbourg,False,Unknown,woman,False
382,False,1.0,False,C,Cherbourg,False,Unknown,child,False
383,False,32.0,False,S,Southampton,False,Unknown,man,True
384,False,35.0,False,S,Southampton,False,Unknown,woman,False
385,True,25.0,False,S,Southampton,False,Unknown,man,True
386,False,18.0,False,S,Southampton,False,Unknown,man,True
387,False,1.0,False,S,Southampton,False,Unknown,child,False
388,False,36.0,False,S,Southampton,False,Unknown,woman,False
389,True,25.0,False,Q,Queenstown,False,Unknown,man,True
390,False,17.0,False,C,Cherbourg,False,Unknown,woman,False
391,False,36.0,False,S,Southampton,True,B,man,True
392,False,21.0,False,S,Southampton,False,Unknown,man,True
393,False,28.0,False,S,Southampton,False,Unknown,man,True
394,False,23.0,False,C,Cherbourg,True,D,woman,False
395,False,24.0,False,S,Southampton,True,G,woman,False
396,False,22.0,False,S,Southampton,False,Unknown,man,True
397,False,31.0,False,S,Southampton,False,Unknown,woman,False
398,False,46.0,False,S,Southampton,False,Unknown,man,True
399,False,23.0,False,S,Southampton,False,Unknown,man,True
400,False,28.0,False,S,Southampton,False,Unknown,woman,False
401,False,39.0,False,S,Southampton,False,Unknown,man,True
402,False,26.0,False,S,Southampton,False,Unknown,man,True
403,False,21.0,False,S,Southampton,False,Unknown,woman,False
404,False,28.0,False,S,Southampton,False,Unknown,man,True
405,False,20.0,False,S,Southampton,False,Unknown,woman,False
406,False,34.0,False,S,Southampton,False,Unknown,man,True
407,False,51.0,False,S,Southampton,False,Unknown,man,True
408,False,3.0,False,S,Southampton,False,Unknown,child,False
409,False,21.0,False,S,Southampton,False,Unknown,man,True
410,True,21.5,False,S,Southampton,False,Unknown,woman,False
411,True,25.0,False,S,Southampton,False,Unknown,man,True
412,True,25.0,False,Q,Queenstown,False,Unknown,man,True
413,False,33.0,False,Q,Queenstown,True,C,woman,False
414,True,30.0,False,S,Southampton,False,Unknown,man,True
415,False,44.0,False,S,Southampton,False,Unknown,man,True
416,True,21.5,False,S,Southampton,False,Unknown,woman,False
417,False,34.0,False,S,Southampton,False,Unknown,woman,False
418,False,18.0,False,S,Southampton,False,Unknown,woman,False
419,False,30.0,False,S,Southampton,False,Unknown,man,True
420,False,10.0,False,S,Southampton,False,Unknown,child,False
421,True,25.0,False,C,Cherbourg,False,Unknown,man,True
422,False,21.0,False,Q,Queenstown,False,Unknown,man,True
423,False,29.0,False,S,Southampton,False,Unknown,man,True
424,False,28.0,False,S,Southampton,False,Unknown,woman,False
425,False,18.0,False,S,Southampton,False,Unknown,man,True
426,True,25.0,False,S,Southampton,False,Unknown,man,True
427,False,28.0,False,S,Southampton,False,Unknown,woman,False
428,False,19.0,False,S,Southampton,False,Unknown,woman,False
429,True,25.0,False,Q,Queenstown,False,Unknown,man,True
430,False,32.0,False,S,Southampton,True,E,man,True
431,False,28.0,False,S,Southampton,True,C,man,True
432,True,21.5,False,S,Southampton,False,Unknown,woman,False
433,False,42.0,False,S,Southampton,False,Unknown,woman,False
434,False,17.0,False,S,Southampton,False,Unknown,man,True
435,False,50.0,False,S,Southampton,True,E,man,True
436,False,14.0,False,S,Southampton,True,B,child,False
437,False,21.0,False,S,Southampton,False,Unknown,woman,False
438,False,24.0,False,S,Southampton,False,Unknown,woman,False
439,False,64.0,False,S,Southampton,True,C,man,True
440,False,31.0,False,S,Southampton,False,Unknown,man,True
441,False,45.0,False,S,Southampton,False,Unknown,woman,False
442,False,20.0,False,S,Southampton,False,Unknown,man,True
443,False,25.0,False,S,Southampton,False,Unknown,man,True
444,False,28.0,False,S,Southampton,False,Unknown,woman,False
445,True,25.0,False,S,Southampton,False,Unknown,man,True
446,False,4.0,False,S,Southampton,True,A,child,False
447,False,13.0,False,S,Southampton,False,Unknown,child,False
448,False,34.0,False,S,Southampton,False,Unknown,man,True
449,False,5.0,False,C,Cherbourg,False,Unknown,child,False
450,False,52.0,False,S,Southampton,True,C,man,True
451,False,36.0,False,S,Southampton,False,Unknown,man,True
452,True,25.0,False,S,Southampton,False,Unknown,man,True
453,False,30.0,False,C,Cherbourg,True,C,man,True
454,False,49.0,False,C,Cherbourg,True,C,man,True
455,True,25.0,False,S,Southampton,False,Unknown,man,True
456,False,29.0,False,C,Cherbourg,False,Unknown,man,True
457,False,65.0,False,S,Southampton,True,E,man,True
458,True,35.0,False,S,Southampton,True,D,woman,False
459,False,50.0,False,S,Southampton,False,Unknown,woman,False
460,True,25.0,False,Q,Queenstown,False,Unknown,man,True
461,False,48.0,False,S,Southampton,True,E,man,True
462,False,34.0,False,S,Southampton,False,Unknown,man,True
463,False,47.0,False,S,Southampton,True,E,man,True
464,False,48.0,False,S,Southampton,False,Unknown,man,True
465,True,25.0,False,S,Southampton,False,Unknown,man,True
466,False,38.0,False,S,Southampton,False,Unknown,man,True
467,True,30.0,False,S,Southampton,False,Unknown,man,True
468,False,56.0,False,S,Southampton,False,Unknown,man,True
469,True,25.0,False,Q,Queenstown,False,Unknown,man,True
470,False,0.75,False,C,Cherbourg,False,Unknown,child,False
471,True,25.0,False,S,Southampton,False,Unknown,man,True
472,False,38.0,False,S,Southampton,False,Unknown,man,True
473,False,33.0,False,S,Southampton,False,Unknown,woman,False
474,False,23.0,False,C,Cherbourg,True,D,woman,False
475,False,22.0,False,S,Southampton,False,Unknown,woman,False
476,True,40.0,False,S,Southampton,True,A,man,True
477,False,34.0,False,S,Southampton,False,Unknown,man,True
478,False,29.0,False,S,Southampton,False,Unknown,man,True
479,False,22.0,False,S,Southampton,False,Unknown,man,True
480,False,2.0,False,S,Southampton,False,Unknown,child,False
481,False,9.0,False,S,Southampton,False,Unknown,child,False
482,True,30.0,False,S,Southampton,False,Unknown,man,True
483,False,50.0,False,S,Southampton,False,Unknown,man,True
484,False,63.0,False,S,Southampton,False,Unknown,woman,False
485,False,25.0,False,C,Cherbourg,True,B,man,True
486,True,21.5,False,S,Southampton,False,Unknown,woman,False
487,False,35.0,False,S,Southampton,True,C,woman,False
488,False,58.0,False,C,Cherbourg,True,B,man,True
489,False,30.0,False,S,Southampton,False,Unknown,man,True
490,False,9.0,False,S,Southampton,False,Unknown,child,False
491,True,25.0,False,S,Southampton,False,Unknown,man,True
492,False,21.0,False,S,Southampton,False,Unknown,man,True
