row_id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_imputed,age_clean,embarked_imputed,embarked_clean,embark_town_clean,deck_known,deck_clean,who_clean,adult_male_clean,family_size,family_group,age_group,fare_log1p
86,1,3,female,33.0,3,0,15.85,S,Third,woman,False,,Southampton,yes,False,False,33.0,False,S,Southampton,False,Unknown,woman,False,4,Pequeña (2-4),Joven (16-34),2.8243506567983707
87,0,3,male,16.0,1,3,34.375,S,Third,man,True,,Southampton,no,False,False,16.0,False,S,Southampton,False,Unknown,man,True,5,Grande (5+),Joven (16-34),3.5660053559634015
88,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
89,1,1,female,23.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,False,23.0,False,S,Southampton,True,C,woman,False,6,Grande (5+),Joven (16-34),5.575949103146316
90,0,3,male,24.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
91,0,3,male,29.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,29.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
92,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,False,20.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.180891922715322
93,0,1,male,46.0,1,0,61.175,S,First,man,True,E,Southampton,no,False,False,46.0,False,S,Southampton,True,E,man,True,2,Pequeña (2-4),Adulto (35-59),4.1299529896894684
94,0,3,male,26.0,1,2,20.575,S,Third,man,True,,Southampton,no,False,False,26.0,False,S,Southampton,False,Unknown,man,True,4,Pequeña (2-4),Joven (16-34),3.0715352369694915
95,0,3,male,59.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,59.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.1102132003465894
96,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
97,0,1,male,71.0,0,0,34.6542,C,First,man,True,A,Cherbourg,no,True,False,71.0,False,C,Cherbourg,True,A,man,True,1,Solo,Mayor (60+),3.57386695198272
98,1,1,male,23.0,0,1,63.3583,C,First,man,True,D,Cherbourg,yes,False,False,23.0,False,C,Cherbourg,True,D,man,True,2,Pequeña (2-4),Joven (16-34),4.164465907853638
99,1,2,female,34.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,False,34.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),3.1780538303479458
100,0,2,male,34.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,False,34.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.295836866004329
101,0,3,female,28.0,0,0,7.8958,S,Third,woman,False,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.1855792552411137
102,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
103,0,1,male,21.0,0,1,77.2875,S,First,man,True,D,Southampton,no,False,False,21.0,False,S,Southampton,True,D,man,True,2,Pequeña (2-4),Joven (16-34),4.360387947851531
104,0,3,male,33.0,0,0,8.6542,S,Third,man,True,,Southampton,no,True,False,33.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.267393053825037
105,0,3,male,37.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,False,37.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Adulto (35-59),2.188856327665703
106,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
107,1,3,female,21.0,0,0,7.65,S,Third,woman,False,,Southampton,yes,True,False,21.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.157559320943788
108,1,3,male,,0,0,7.775,S,Third,man,True,,Southampton,yes,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1719067693519296
109,0,3,male,38.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,38.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.1855792552411137
110,1,3,female,,1,0,24.15,Q,Third,woman,False,,Queenstown,yes,False,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),3.224857896545748
111,0,1,male,47.0,0,0,52.0,S,First,man,True,C,Southampton,no,True,False,47.0,False,S,Southampton,True,C,man,True,1,Solo,Adulto (35-59),3.970291913552122
112,0,3,female,14.5,1,0,14.4542,C,Third,child,False,,Cherbourg,no,False,False,14.5,False,C,Cherbourg,False,Unknown,child,False,2,Pequeña (2-4),Niño (<16),2.737880811060884
113,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
114,0,3,female,20.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,False,20.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.3818582738885534
115,0,3,female,17.0,0,0,14.4583,C,Third,woman,False,,Cherbourg,no,True,False,17.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Joven (16-34),2.738146075922933
116,0,3,male,21.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,False,21.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.188856327665703
117,0,3,male,70.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,False,70.5,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Mayor (60+),2.169053700369523
118,0,2,male,29.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,False,29.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.091042453358316
119,0,1,male,24.0,0,1,247.5208,C,First,man,True,B,Cherbourg,no,False,False,24.0,False,C,Cherbourg,True,B,man,True,2,Pequeña (2-4),Joven (16-34),5.515526544247129
120,0,3,female,2.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,False,2.0,False,S,Southampton,False,Unknown,child,False,7,Grande (5+),Niño (<16),3.4742929367327062
121,0,2,male,21.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,False,21.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),4.310799125385514
122,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
123,0,2,male,32.5,1,0,30.0708,C,Second,man,True,,Cherbourg,no,False,False,32.5,False,C,Cherbourg,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.436268471383741
124,1,2,female,32.5,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True,False,32.5,False,S,Southampton,True,E,woman,False,1,Solo,Joven (16-34),2.6390573296152584
125,0,1,male,54.0,0,1,77.2875,S,First,man,True,D,Southampton,no,False,False,54.0,False,S,Southampton,True,D,man,True,2,Pequeña (2-4),Adulto (35-59),4.360387947851531
126,1,3,male,12.0,1,0,11.2417,C,Third,child,False,,Cherbourg,yes,False,False,12.0,False,C,Cherbourg,False,Unknown,child,False,2,Pequeña (2-4),Niño (<16),2.5048481563289
127,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523
128,1,3,male,24.0,0,0,7.1417,S,Third,man,True,,Southampton,yes,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.0969990034181696
129,1,3,female,,1,1,22.3583,C,Third,woman,False,F,Cherbourg,yes,False,True,21.5,False,C,Cherbourg,True,F,woman,False,3,Pequeña (2-4),Joven (16-34),3.1509523813392697
130,0,3,male,45.0,0,0,6.975,S,Third,man,True,,Southampton,no,True,False,45.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.076311648670908
131,0,3,male,33.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,False,33.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
132,0,3,male,20.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,False,20.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.0856720914304723
133,0,3,female,47.0,1,0,14.5,S,Third,woman,False,,Southampton,no,False,False,47.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),2.740840023925201
134,1,2,female,29.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,29.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),3.295836866004329
135,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
136,0,2,male,23.0,0,0,15.0458,C,Second,man,True,,Cherbourg,no,True,False,23.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.775447133088262
137,1,1,female,19.0,0,2,26.2833,S,First,woman,False,D,Southampton,yes,False,False,19.0,False,S,Southampton,True,D,woman,False,3,Pequeña (2-4),Joven (16-34),3.3062747934011893
138,0,1,male,37.0,1,0,53.1,S,First,man,True,C,Southampton,no,False,False,37.0,False,S,Southampton,True,C,man,True,2,Pequeña (2-4),Adulto (35-59),3.9908341858524357
139,0,3,male,16.0,0,0,9.2167,S,Third,man,True,,Southampton,no,True,False,16.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3240236363515288
140,0,1,male,24.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,False,24.0,False,C,Cherbourg,True,B,man,True,1,Solo,Joven (16-34),4.384523514872469
141,0,3,female,,0,2,15.2458,C,Third,woman,False,,Cherbourg,no,False,True,21.5,False,C,Cherbourg,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.7878344138303452
142,1,3,female,22.0,0,0,7.75,S,Third,woman,False,,Southampton,yes,True,False,22.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
143,1,3,female,24.0,1,0,15.85,S,Third,woman,False,,Southampton,yes,False,False,24.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.8243506567983707
144,0,3,male,19.0,0,0,6.75,Q,Third,man,True,,Queenstown,no,True,False,19.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.0476928433652555
145,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,False,18.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.5257286443082556
146,0,2,male,19.0,1,1,36.75,S,Second,man,True,,Southampton,no,False,False,19.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),3.6309854756950335
147,1,3,male,27.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,False,27.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.174274334826008
148,0,3,female,9.0,2,2,34.375,S,Third,child,False,,Southampton,no,False,False,9.0,False,S,Southampton,False,Unknown,child,False,5,Grande (5+),Niño (<16),3.5660053559634015
149,0,2,male,36.5,0,2,26.0,S,Second,man,True,F,Southampton,no,False,False,36.5,False,S,Southampton,True,F,man,True,3,Pequeña (2-4),Adulto (35-59),3.295836866004329
150,0,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,42.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6390573296152584
