age_z,fare_log1p_z,family_size,family_size_sq,is_minor,sex_male,pclass_2,pclass_3,embarked_clean_Q,embarked_clean_S
-0.3092756154954493,-0.8189865811572417,1,1.0,0,1,0,1,1,0
0.9692124862873757,-0.74453910974259,2,4.0,0,1,0,1,0,1
-0.5724937540977957,-0.8189865811572417,1,1.0,0,0,0,1,1,0
-0.38448079795326257,-0.33369847260903374,1,1.0,0,0,1,0,0,1
-0.0836600681220096,-0.630735942356657,1,1.0,0,1,0,1,0,1
-0.3092756154954493,1.336159179457635,11,121.0,0,1,0,1,0,1
0.3675710266248698,-0.978728601506448,1,1.0,0,1,0,1,0,1
1.232430624889722,-0.8828741679067219,1,1.0,0,1,0,1,0,0
-0.8357118927001419,-0.7841792430073969,1,1.0,0,1,0,1,0,1
-2.0389948120251535,-0.5401781836878248,2,4.0,1,0,0,1,0,1
0.21716066170924334,-0.14237942169106094,2,4.0,0,1,0,1,0,1
-0.23407043303763608,0.02354628994732376,1,1.0,0,1,0,1,0,0
-0.9861222576157684,-0.8189865811572417,1,1.0,0,0,0,1,1,0
0.8188021213717492,0.519863619670623,1,1.0,0,1,0,0,0,0
-0.38448079795326257,-0.905079753149712,1,1.0,0,1,0,1,0,1
0.44277620908268306,0.13298517012197922,1,1.0,0,0,1,0,0,1
-0.534891162868889,-0.879740569393428,1,1.0,0,1,0,1,0,1
0.06675029679361687,-0.33369847260903374,1,1.0,0,1,1,0,0,1
-0.3092756154954493,-0.8189865811572417,2,4.0,0,1,0,1,1,0
0.1419554792514301,1.8341292311094284,2,4.0,0,0,0,0,0,0
-0.15886525057982284,-0.7985399740528022,1,1.0,0,0,0,1,0,1
0.9692124862873757,0.3819897971587498,2,4.0,0,1,1,0,0,1
0.21716066170924334,1.4303920040723754,1,1.0,0,0,0,0,0,0
0.06675029679361687,-0.5368057694182642,1,1.0,0,1,1,0,0,1
-0.9861222576157684,-0.7841792430073969,1,1.0,0,1,0,1,0,1
-0.15886525057982284,-0.33369847260903374,1,1.0,0,1,1,0,0,1
1.6460591284076949,-0.7841792430073969,1,1.0,0,1,0,1,0,1
-0.3092756154954493,-0.801923616602662,1,1.0,0,1,0,1,0,1
0.6683917564561227,1.5989745568795652,2,4.0,0,1,0,0,0,1
-0.534891162868889,-0.6455926003653027,1,1.0,0,1,0,1,0,1
-0.7605067102423287,-0.5368057694182642,1,1.0,0,1,1,0,0,1
-0.6476989365556088,-0.879740569393428,1,1.0,0,1,0,1,0,1
-0.8357118927001419,-0.33369847260903374,1,1.0,0,1,1,0,0,1
-0.5724937540977957,0.32384119624754837,5,25.0,0,0,0,1,0,1
0.44277620908268306,1.5221510751129652,2,4.0,0,0,0,0,0,1
-0.00845488566419637,-0.8160407306065735,1,1.0,0,1,0,1,0,1
2.2477005880702006,-0.2974659859684507,1,1.0,0,1,1,0,0,1
-1.813379264651714,0.5322916934007407,7,49.0,1,0,0,1,0,1
-0.38448079795326257,-0.5368057694182642,1,1.0,0,1,1,0,0,1
-0.5724937540977957,-0.8428609376877136,1,1.0,0,0,0,1,0,1
1.1196228512030022,0.34443948019553633,2,4.0,0,1,1,0,0,1
-1.5877637172782744,0.35395586016517105,3,9.0,1,0,1,0,0,1
-0.7605067102423287,-0.5368057694182642,1,1.0,0,1,1,0,0,1
0.2923658441670566,-0.3886024739916459,1,1.0,0,1,1,0,0,1
-0.5724937540977957,-0.23166125968823228,2,4.0,0,0,0,1,0,0
-0.5724937540977957,-0.1640522996256445,2,4.0,0,0,0,1,1,0
-0.00845488566419637,-0.5368057694182642,1,1.0,0,1,1,0,0,1
-0.534891162868889,-0.8955045384601201,1,1.0,0,1,0,1,0,1
0.06675029679361687,-0.8828741679067219,1,1.0,0,1,0,1,0,0
1.1196228512030022,1.5989745568795652,3,9.0,0,1,0,0,1,0
-0.3092756154954493,-0.8160407306065735,1,1.0,0,0,0,1,0,1
-0.38448079795326257,-0.22860581346535835,3,9.0,0,0,1,0,0,1
0.5931865739983095,1.0515683442816506,3,9.0,0,1,0,0,0,1
1.8716746757811344,0.34443948019553633,2,4.0,0,1,1,0,0,1
-0.3092756154954493,-0.879740569393428,1,1.0,0,1,0,1,0,1
-0.00845488566419637,-0.5401781836878248,3,9.0,0,0,0,1,0,1
2.4733161354436404,0.3652609357040262,1,1.0,0,1,0,0,0,1
0.06675029679361687,-0.12717266791993015,2,4.0,0,1,0,1,0,1
0.8940073038295624,0.09534793704965061,3,9.0,0,0,0,1,0,1
-0.00845488566419637,-0.18008316987206646,3,9.0,0,0,0,1,0,0
0.44277620908268306,1.4685301291949249,1,1.0,0,0,0,0,0,0
0.06675029679361687,1.558478389365684,1,1.0,0,0,0,0,0,1
0.44277620908268306,3.385293743818228,1,1.0,0,0,0,0,0,0
1.5708539459498816,0.34443948019553633,2,4.0,0,0,1,0,0,1
-0.3092756154954493,-0.8189865811572417,1,1.0,0,1,0,1,1,0
-1.9637896295673405,0.5322916934007407,7,49.0,1,1,0,1,0,1
1.721264310865508,1.474307377253717,3,9.0,0,1,0,0,0,1
0.8188021213717492,-3.0585777291682943,1,1.0,0,1,0,0,0,1
-0.5724937540977957,-0.8189865811572417,1,1.0,0,0,0,1,1,0
0.5179813915404963,-0.5368057694182642,1,1.0,0,1,1,0,0,1
-0.9861222576157684,0.7678594338107122,6,36.0,0,1,0,1,0,1
-0.3092756154954493,-0.8160407306065735,2,4.0,0,1,0,1,0,1
2.1724954056123873,2.1452724219035506,2,4.0,0,0,0,0,0,1
0.44277620908268306,2.018633179204407,1,1.0,0,0,0,0,0,1
0.8188021213717492,0.519863619670623,1,1.0,0,1,0,0,0,1
-0.3092756154954493,-3.0585777291682943,1,1.0,0,1,0,1,0,1
0.8940073038295624,0.06007112543995848,2,4.0,0,0,1,0,0,1
0.5931865739983095,0.4770416648490862,2,4.0,0,1,0,0,0,0
-0.5724937540977957,-0.8189865811572417,1,1.0,0,0,0,1,1,0
2.5485213179014536,1.4524190499191512,2,4.0,0,0,0,0,0,1
1.1948280336608155,-0.8189865811572417,1,1.0,0,0,0,1,0,1
0.06675029679361687,-3.0585777291682943,1,1.0,0,1,1,0,0,1
-1.6629688997360874,0.4575195394387211,6,36.0,1,1,0,1,1,0
0.44277620908268306,0.09717164064584452,3,9.0,0,0,0,1,0,1
2.69893168281708,-0.8189865811572417,1,1.0,0,1,0,1,1,0
-0.0836600681220096,-0.8067633807960332,1,1.0,0,1,0,1,0,1
-0.9861222576157684,-0.630735942356657,1,1.0,0,1,0,1,0,1
-0.7605067102423287,-0.7841792430073969,1,1.0,0,1,0,1,0,1
0.8188021213717492,0.34443948019553633,1,1.0,0,1,0,0,0,1
0.2923658441670566,-0.7165619336211219,1,1.0,0,1,0,1,0,0
0.06675029679361687,-0.630735942356657,1,1.0,0,1,0,1,0,1
-0.534891162868889,-0.801923616602662,1,1.0,0,1,0,1,0,1
0.9692124862873757,-0.33369847260903374,1,1.0,0,1,1,0,0,1
-0.534891162868889,-0.8189865811572417,1,1.0,0,0,0,1,1,0
-0.23407043303763608,1.4640142585641174,1,1.0,0,0,0,0,0,1
-0.7605067102423287,1.611147522478678,2,4.0,0,0,0,0,0,0
0.5179813915404963,-0.34295880300076187,1,1.0,0,1,1,0,0,0
-0.38448079795326257,-0.6967178907118834,1,1.0,0,0,0,1,0,1
-0.38448079795326257,-0.801923616602662,1,1.0,0,1,0,1,0,1
0.8188021213717492,0.4082334475616763,1,1.0,0,1,0,0,0,0
-0.42208338918216914,-0.8823470582632058,1,1.0,0,1,0,1,0,0
-2.0389948120251535,2.1324083210223894,4,16.0,1,0,0,0,0,1
0.8188021213717492,0.5036031274312863,1,1.0,0,1,0,0,0,1
1.5708539459498816,2.6363132839087293,2,4.0,0,0,0,0,0,0
-0.5724937540977957,-0.8189865811572417,1,1.0,0,0,0,1,1,0
-0.3092756154954493,0.23352593393921814,3,9.0,0,1,0,1,1,0
-0.7605067102423287,-3.0585777291682943,1,1.0,0,1,0,1,0,1
-0.0836600681220096,-0.38278544498532674,1,1.0,0,0,1,0,1,0
-0.3092756154954493,-0.7841792430073969,1,1.0,0,1,0,1,0,1
-2.120216409079592,2.1324083210223894,4,16.0,1,1,0,0,0,1
0.44277620908268306,1.8122899269281674,1,1.0,0,0,0,0,0,0
-0.9109170751579552,1.7938227894866792,2,4.0,0,0,0,0,0,0
0.06675029679361687,0.2649756723419897,2,4.0,0,1,1,0,0,0
0.06675029679361687,1.1326493972880127,1,1.0,0,0,0,0,0,0
-0.38448079795326257,1.518272844154366,1,1.0,0,0,0,0,0,0
-0.8357118927001419,2.6962534687059607,5,25.0,0,0,0,0,0,0
-0.23407043303763608,0.34443948019553633,3,9.0,0,0,1,0,0,1
-0.0836600681220096,-0.801923616602662,1,1.0,0,1,0,1,0,1
1.044417668745189,0.35395586016517105,3,9.0,0,1,1,0,0,1
-0.23407043303763608,-0.8067633807960332,1,1.0,0,0,0,1,0,1
-0.38448079795326257,0.34443948019553633,2,4.0,0,0,1,0,0,1
1.8716746757811344,-0.26246195862520866,1,1.0,0,1,1,0,0,1
0.1419554792514301,2.2188220219103396,3,9.0,0,0,0,0,0,1
0.8188021213717492,2.0100332644758243,3,9.0,0,0,0,0,0,0
-0.534891162868889,-0.879740569393428,1,1.0,0,1,0,1,0,1
-0.15886525057982284,-0.801923616602662,1,1.0,0,1,0,1,0,1
0.06675029679361687,-0.38278544498532674,1,1.0,0,0,1,0,1,0
-0.534891162868889,0.4532263111425749,3,9.0,0,0,1,0,0,1
-0.3092756154954493,1.336159179457635,11,121.0,0,1,0,1,0,1
0.5179813915404963,2.018633179204407,1,1.0,0,0,0,0,0,0
2.398110952985827,-1.014935998918003,1,1.0,0,1,0,1,0,1
0.5179813915404963,-0.33369847260903374,1,1.0,0,0,1,0,0,1
0.1419554792514301,0.11044794172866997,3,9.0,0,0,0,1,0,1
-0.9861222576157684,1.151196825290122,2,4.0,0,0,0,0,0,0
-0.5724937540977957,0.23352593393921814,3,9.0,0,0,0,1,1,0
1.232430624889722,0.4358726267231762,1,1.0,0,1,0,0,0,1
0.6683917564561227,2.1452724219035506,2,4.0,0,1,0,0,0,1
-0.9861222576157684,-0.018385836972892044,3,9.0,0,1,0,1,0,1
0.44277620908268306,2.0035358013911613,2,4.0,0,0,0,0,0,1
-0.3092756154954493,-0.801923616602662,1,1.0,0,1,0,1,0,1
-0.00845488566419637,1.292056438357112,2,4.0,0,1,0,0,0,1
0.8940073038295624,2.0100332644758243,1,1.0,0,0,0,0,0,0
1.1948280336608155,-0.7841792430073969,1,1.0,0,1,0,1,0,1
1.1948280336608155,0.6557188297748955,1,1.0,0,1,0,0,0,1
-2.0389948120251535,0.34443948019553633,3,9.0,1,1,1,0,0,1
-0.38448079795326257,2.698700779445489,6,36.0,0,0,0,0,0,1
-0.0836600681220096,-0.33369847260903374,1,1.0,0,1,1,0,0,1
-0.3092756154954493,-0.33369847260903374,1,1.0,0,1,1,0,0,1
0.5179813915404963,-0.33369847260903374,1,1.0,0,1,1,0,0,1
-0.38448079795326257,-0.33369847260903374,1,1.0,0,0,1,0,0,1
0.8188021213717492,-0.33369847260903374,1,1.0,0,0,1,0,0,1
-0.5724937540977957,-0.12717266791993015,2,4.0,0,0,0,1,0,1
-1.9637896295673405,-0.13932010117845492,3,9.0,1,1,0,1,0,1
0.9692124862873757,-0.7165619336211219,1,1.0,0,1,0,1,0,1
-0.4596859804110758,-0.6581385617410742,1,1.0,0,1,0,1,0,1
0.8188021213717492,0.6414769499431596,1,1.0,0,1,0,0,0,1
-1.0613274400735817,-0.8823470582632058,3,9.0,1,1,0,1,0,0
-0.3092756154954493,-0.02931207562706515,2,4.0,0,1,0,1,0,1
-0.3092756154954493,-0.8828741679067219,1,1.0,0,1,0,1,0,0
-0.0836600681220096,-0.630735942356657,1,1.0,0,1,0,1,0,1
-0.534891162868889,1.0976780669265338,2,4.0,0,0,0,0,0,1
0.6683917564561227,-0.33369847260903374,1,1.0,0,0,1,0,0,1
-0.5724937540977957,-0.8038521494426434,1,1.0,0,0,0,1,1,0
-0.5724937540977957,-0.8038521494426434,1,1.0,0,0,0,1,1,0
0.8188021213717492,0.41465571749790725,6,36.0,0,1,0,1,0,1
-0.00845488566419637,0.4082334475616763,2,4.0,0,1,1,0,0,0
1.1948280336608155,-0.23166125968823228,2,4.0,0,0,0,1,0,0
0.44277620908268306,-0.905079753149712,1,1.0,0,1,0,1,0,1
-0.3092756154954493,-0.1640522996256445,2,4.0,0,1,0,1,1,0
0.06675029679361687,-0.879740569393428,1,1.0,0,1,0,1,0,1
2.322905770528014,1.4163815756188538,2,4.0,0,0,0,0,0,0
-0.5724937540977957,-0.8823470582632058,1,1.0,0,0,0,1,0,0
-0.5724937540977957,-0.8189865811572417,1,1.0,0,0,0,1,1,0
-0.38448079795326257,1.3324938581871217,1,1.0,0,0,0,0,0,0
-0.3092756154954493,1.1057901177672145,2,4.0,0,1,0,0,0,0
-0.8357118927001419,-0.978728601506448,2,4.0,0,1,0,1,0,1
-0.7605067102423287,-0.7841792430073969,1,1.0,0,1,0,1,0,1
-0.534891162868889,2.018633179204407,1,1.0,0,1,0,0,0,0
-1.9637896295673405,0.13649913806595412,5,25.0,1,0,0,1,0,1
